ID,Pred
2014_1110_1418,0.39709717
2014_1110_1433,0.035560273
2014_1110_1437,0.020315306
2014_1110_1438,0.029242655
2014_1110_1444,0.20891242
2014_1110_1451,0.6265437
2014_1110_1454,0.4273842
2014_1110_1455,0.0182689
2014_1110_1458,0.02070512
2014_1110_1459,0.5942174
2014_1110_1462,0.03843703
2014_1112_1113,0.8107092
2014_1112_1124,0.6802537
2014_1112_1140,0.8357054
2014_1112_1142,0.9939546
2014_1112_1153,0.70200104
2014_1112_1157,0.9911404
2014_1112_1160,0.7884878
2014_1112_1163,0.6782412
2014_1112_1166,0.6842055
2014_1112_1173,0.80066246
2014_1112_1174,0.96304035
2014_1112_1181,0.6415597
2014_1112_1184,0.9799203
2014_1112_1196,0.38199496
2014_1112_1203,0.7557505
2014_1112_1211,0.72955525
2014_1112_1217,0.9686336
2014_1112_1234,0.78682184
2014_1112_1235,0.60950977
2014_1112_1242,0.602904
2014_1112_1243,0.8197233
2014_1112_1246,0.7666211
2014_1112_1257,0.5672375
2014_1112_1264,0.9719953
2014_1112_1269,0.72962904
2014_1112_1272,0.82907057
2014_1112_1273,0.9766095
2014_1112_1276,0.6434554
2014_1112_1277,0.6047395
2014_1112_1291,0.9930977
2014_1112_1295,0.9486141
2014_1112_1300,0.98201424
2014_1112_1301,0.8465424
2014_1112_1304,0.84893733
2014_1112_1307,0.6368532
2014_1112_1308,0.9585261
2014_1112_1314,0.77683604
2014_1112_1326,0.7580045
2014_1112_1328,0.72915196
2014_1112_1329,0.73818946
2014_1112_1332,0.75650185
2014_1112_1338,0.6652535
2014_1112_1344,0.77048063
2014_1112_1361,0.61702114
2014_1112_1372,0.9512698
2014_1112_1386,0.7959491
2014_1112_1387,0.7440803
2014_1112_1390,0.81689197
2014_1112_1393,0.7726944
2014_1112_1397,0.8536884
2014_1112_1400,0.77171075
2014_1112_1409,0.97021174
2014_1112_1411,0.9903742
2014_1112_1417,0.67602795
2014_1112_1418,0.9863593
2014_1112_1433,0.6962418
2014_1112_1437,0.5326475
2014_1112_1438,0.5822038
2014_1112_1444,0.9534548
2014_1112_1451,0.99043953
2014_1112_1454,0.98982424
2014_1112_1455,0.39288688
2014_1112_1458,0.6368052
2014_1112_1459,0.9904118
2014_1112_1462,0.80175817
2014_1113_1124,0.3614646
2014_1113_1140,0.4188555
2014_1113_1142,0.9658403
2014_1113_1153,0.2964753
2014_1113_1157,0.97539335
2014_1113_1160,0.36385345
2014_1113_1163,0.2939424
2014_1113_1166,0.23983754
2014_1113_1173,0.34071198
2014_1113_1174,0.80593294
2014_1113_1181,0.24034083
2014_1113_1184,0.92593837
2014_1113_1196,0.09941521
2014_1113_1203,0.33965108
2014_1113_1211,0.3560285
2014_1113_1217,0.8017738
2014_1113_1234,0.40964124
2014_1113_1235,0.27410966
2014_1113_1242,0.23470674
2014_1113_1243,0.48518488
2014_1113_1246,0.32100913
2014_1113_1257,0.30249262
2014_1113_1264,0.8830638
2014_1113_1269,0.36868358
2014_1113_1272,0.39679885
2014_1113_1273,0.88668644
2014_1113_1276,0.2459393
2014_1113_1277,0.28210458
2014_1113_1291,0.9764282
2014_1113_1295,0.7178869
2014_1113_1300,0.91879827
2014_1113_1301,0.45827076
2014_1113_1304,0.5905824
2014_1113_1307,0.298319
2014_1113_1308,0.85496324
2014_1113_1314,0.39379483
2014_1113_1326,0.29353902
2014_1113_1328,0.31949118
2014_1113_1329,0.418791
2014_1113_1332,0.3111122
2014_1113_1338,0.27549085
2014_1113_1344,0.33967522
2014_1113_1361,0.29088908
2014_1113_1372,0.7615788
2014_1113_1386,0.36468828
2014_1113_1387,0.3308213
2014_1113_1390,0.36861834
2014_1113_1393,0.33344525
2014_1113_1397,0.43483594
2014_1113_1400,0.37788
2014_1113_1409,0.7427638
2014_1113_1411,0.97837174
2014_1113_1417,0.28994134
2014_1113_1418,0.8902158
2014_1113_1433,0.27675605
2014_1113_1437,0.17694189
2014_1113_1438,0.26493892
2014_1113_1444,0.7320479
2014_1113_1451,0.9648384
2014_1113_1454,0.9272115
2014_1113_1455,0.13527586
2014_1113_1458,0.24939555
2014_1113_1459,0.9733112
2014_1113_1462,0.47467744
2014_1124_1140,0.6130539
2014_1124_1142,0.98818004
2014_1124_1153,0.46628776
2014_1124_1157,0.95800304
2014_1124_1160,0.5436405
2014_1124_1163,0.50128716
2014_1124_1166,0.40834156
2014_1124_1173,0.5821289
2014_1124_1174,0.8991834
2014_1124_1181,0.44731376
2014_1124_1184,0.9360319
2014_1124_1196,0.17677191
2014_1124_1203,0.54821825
2014_1124_1211,0.51213396
2014_1124_1217,0.86043
2014_1124_1234,0.5903021
2014_1124_1235,0.3414542
2014_1124_1242,0.39162377
2014_1124_1243,0.6902215
2014_1124_1246,0.5215305
2014_1124_1257,0.3584124
2014_1124_1264,0.907523
2014_1124_1269,0.49329245
2014_1124_1272,0.56333363
2014_1124_1273,0.8701846
2014_1124_1276,0.39680648
2014_1124_1277,0.326738
2014_1124_1291,0.9744207
2014_1124_1295,0.85733324
2014_1124_1300,0.9091849
2014_1124_1301,0.6265185
2014_1124_1304,0.64568293
2014_1124_1307,0.43652424
2014_1124_1308,0.8356162
2014_1124_1314,0.51298094
2014_1124_1326,0.48796237
2014_1124_1328,0.50805175
2014_1124_1329,0.604016
2014_1124_1332,0.5464607
2014_1124_1338,0.4049781
2014_1124_1344,0.552824
2014_1124_1361,0.42294312
2014_1124_1372,0.8362908
2014_1124_1386,0.6052768
2014_1124_1387,0.55576086
2014_1124_1390,0.5747247
2014_1124_1393,0.43079668
2014_1124_1397,0.6536992
2014_1124_1400,0.5330054
2014_1124_1409,0.857707
2014_1124_1411,0.9738957
2014_1124_1417,0.45425722
2014_1124_1418,0.9413498
2014_1124_1433,0.47877067
2014_1124_1437,0.33445618
2014_1124_1438,0.3241085
2014_1124_1444,0.81277394
2014_1124_1451,0.95102024
2014_1124_1454,0.96957886
2014_1124_1455,0.19528636
2014_1124_1458,0.3776762
2014_1124_1459,0.98010993
2014_1124_1462,0.5661468
2014_1140_1142,0.9665168
2014_1140_1153,0.3057161
2014_1140_1157,0.96334004
2014_1140_1160,0.4465908
2014_1140_1163,0.3223125
2014_1140_1166,0.3123227
2014_1140_1173,0.50415844
2014_1140_1174,0.7471272
2014_1140_1181,0.3585297
2014_1140_1184,0.9126222
2014_1140_1196,0.13862492
2014_1140_1203,0.39512533
2014_1140_1211,0.36447844
2014_1140_1217,0.7504125
2014_1140_1234,0.5406701
2014_1140_1235,0.22413272
2014_1140_1242,0.20133586
2014_1140_1243,0.6084591
2014_1140_1246,0.386833
2014_1140_1257,0.21990673
2014_1140_1264,0.7944966
2014_1140_1269,0.3178748
2014_1140_1272,0.42782208
2014_1140_1273,0.8186022
2014_1140_1276,0.30781737
2014_1140_1277,0.27710724
2014_1140_1291,0.9807912
2014_1140_1295,0.7036695
2014_1140_1300,0.9025761
2014_1140_1301,0.5623282
2014_1140_1304,0.59590787
2014_1140_1307,0.33974183
2014_1140_1308,0.82009864
2014_1140_1314,0.45084137
2014_1140_1326,0.376595
2014_1140_1328,0.35421866
2014_1140_1329,0.4680794
2014_1140_1332,0.40429878
2014_1140_1338,0.3343027
2014_1140_1344,0.435221
2014_1140_1361,0.30662635
2014_1140_1372,0.7156731
2014_1140_1386,0.38281554
2014_1140_1387,0.4614039
2014_1140_1390,0.50818765
2014_1140_1393,0.42872646
2014_1140_1397,0.6550018
2014_1140_1400,0.43574163
2014_1140_1409,0.74262804
2014_1140_1411,0.9779952
2014_1140_1417,0.30731484
2014_1140_1418,0.8600366
2014_1140_1433,0.32387882
2014_1140_1437,0.26083007
2014_1140_1438,0.23107557
2014_1140_1444,0.72780734
2014_1140_1451,0.96215326
2014_1140_1454,0.95499194
2014_1140_1455,0.1326491
2014_1140_1458,0.27255207
2014_1140_1459,0.9752642
2014_1140_1462,0.48099706
2014_1142_1153,0.022796225
2014_1142_1157,0.5608348
2014_1142_1160,0.02212431
2014_1142_1163,0.013664218
2014_1142_1166,0.013137323
2014_1142_1173,0.03699898
2014_1142_1174,0.11069996
2014_1142_1181,0.012052593
2014_1142_1184,0.22152889
2014_1142_1196,0.006411645
2014_1142_1203,0.018239751
2014_1142_1211,0.028116137
2014_1142_1217,0.09586048
2014_1142_1234,0.021948608
2014_1142_1235,0.009136272
2014_1142_1242,0.00700629
2014_1142_1243,0.024326222
2014_1142_1246,0.016799865
2014_1142_1257,0.013000156
2014_1142_1264,0.13868739
2014_1142_1269,0.017147979
2014_1142_1272,0.033463534
2014_1142_1273,0.24932988
2014_1142_1276,0.012457753
2014_1142_1277,0.010131082
2014_1142_1291,0.45826596
2014_1142_1295,0.0965333
2014_1142_1300,0.22924088
2014_1142_1301,0.02988282
2014_1142_1304,0.033552345
2014_1142_1307,0.01593484
2014_1142_1308,0.18784499
2014_1142_1314,0.020689178
2014_1142_1326,0.016630996
2014_1142_1328,0.012451213
2014_1142_1329,0.015496925
2014_1142_1332,0.01733471
2014_1142_1338,0.013148288
2014_1142_1344,0.01641252
2014_1142_1361,0.014660499
2014_1142_1372,0.14750428
2014_1142_1386,0.020179303
2014_1142_1387,0.02527697
2014_1142_1390,0.02508486
2014_1142_1393,0.03301954
2014_1142_1397,0.024783751
2014_1142_1400,0.020204693
2014_1142_1409,0.122629456
2014_1142_1411,0.5081882
2014_1142_1417,0.014557247
2014_1142_1418,0.24662744
2014_1142_1433,0.014259436
2014_1142_1437,0.011164063
2014_1142_1438,0.0123803085
2014_1142_1444,0.117487215
2014_1142_1451,0.53293645
2014_1142_1454,0.225557
2014_1142_1455,0.007525325
2014_1142_1458,0.009498235
2014_1142_1459,0.40149525
2014_1142_1462,0.025379926
2014_1153_1157,0.982979
2014_1153_1160,0.60748464
2014_1153_1163,0.5023226
2014_1153_1166,0.4764679
2014_1153_1173,0.67738026
2014_1153_1174,0.9053128
2014_1153_1181,0.47737804
2014_1153_1184,0.96737915
2014_1153_1196,0.22319886
2014_1153_1203,0.5232304
2014_1153_1211,0.5738844
2014_1153_1217,0.86764294
2014_1153_1234,0.642429
2014_1153_1235,0.36290714
2014_1153_1242,0.45713937
2014_1153_1243,0.6723784
2014_1153_1246,0.6044648
2014_1153_1257,0.33586803
2014_1153_1264,0.87865967
2014_1153_1269,0.62195456
2014_1153_1272,0.6499666
2014_1153_1273,0.9246912
2014_1153_1276,0.49661782
2014_1153_1277,0.4072184
2014_1153_1291,0.98030865
2014_1153_1295,0.8399862
2014_1153_1300,0.95952773
2014_1153_1301,0.67828345
2014_1153_1304,0.74739945
2014_1153_1307,0.47931978
2014_1153_1308,0.9243457
2014_1153_1314,0.6434399
2014_1153_1326,0.5785994
2014_1153_1328,0.55847555
2014_1153_1329,0.5785463
2014_1153_1332,0.59672505
2014_1153_1338,0.43130273
2014_1153_1344,0.561277
2014_1153_1361,0.3898997
2014_1153_1372,0.7966677
2014_1153_1386,0.64677405
2014_1153_1387,0.5924229
2014_1153_1390,0.6341914
2014_1153_1393,0.6136328
2014_1153_1397,0.71221805
2014_1153_1400,0.6211175
2014_1153_1409,0.85956866
2014_1153_1411,0.97636753
2014_1153_1417,0.5116946
2014_1153_1418,0.9381402
2014_1153_1433,0.47392285
2014_1153_1437,0.36036214
2014_1153_1438,0.38267827
2014_1153_1444,0.8365074
2014_1153_1451,0.97446024
2014_1153_1454,0.9329534
2014_1153_1455,0.24957372
2014_1153_1458,0.4726042
2014_1153_1459,0.98477316
2014_1153_1462,0.7084945
2014_1157_1160,0.020227872
2014_1157_1163,0.0203607
2014_1157_1166,0.013724746
2014_1157_1173,0.039851572
2014_1157_1174,0.15981604
2014_1157_1181,0.007299637
2014_1157_1184,0.25622466
2014_1157_1196,0.008938157
2014_1157_1203,0.021772731
2014_1157_1211,0.029703414
2014_1157_1217,0.14987388
2014_1157_1234,0.020262107
2014_1157_1235,0.012634064
2014_1157_1242,0.014888162
2014_1157_1243,0.033243507
2014_1157_1246,0.016488878
2014_1157_1257,0.012243824
2014_1157_1264,0.1332953
2014_1157_1269,0.039898243
2014_1157_1272,0.024616553
2014_1157_1273,0.17268828
2014_1157_1276,0.024929257
2014_1157_1277,0.02243953
2014_1157_1291,0.5831954
2014_1157_1295,0.13151386
2014_1157_1300,0.2659634
2014_1157_1301,0.0337612
2014_1157_1304,0.048650447
2014_1157_1307,0.02141482
2014_1157_1308,0.18145128
2014_1157_1314,0.026386254
2014_1157_1326,0.017112326
2014_1157_1328,0.0140560055
2014_1157_1329,0.025272273
2014_1157_1332,0.015241212
2014_1157_1338,0.019108372
2014_1157_1344,0.026772376
2014_1157_1361,0.030812478
2014_1157_1372,0.07959489
2014_1157_1386,0.058198992
2014_1157_1387,0.04201413
2014_1157_1390,0.03806714
2014_1157_1393,0.034414902
2014_1157_1397,0.045647714
2014_1157_1400,0.018207192
2014_1157_1409,0.1588946
2014_1157_1411,0.62419313
2014_1157_1417,0.014120422
2014_1157_1418,0.24189547
2014_1157_1433,0.017877541
2014_1157_1437,0.011647218
2014_1157_1438,0.018151952
2014_1157_1444,0.17133501
2014_1157_1451,0.498212
2014_1157_1454,0.31182265
2014_1157_1455,0.009670495
2014_1157_1458,0.024155773
2014_1157_1459,0.41799575
2014_1157_1462,0.025972588
2014_1160_1163,0.34363875
2014_1160_1166,0.33589274
2014_1160_1173,0.5500653
2014_1160_1174,0.86191654
2014_1160_1181,0.33777988
2014_1160_1184,0.9487243
2014_1160_1196,0.1323792
2014_1160_1203,0.4124871
2014_1160_1211,0.42142886
2014_1160_1217,0.8424019
2014_1160_1234,0.5292094
2014_1160_1235,0.28334516
2014_1160_1242,0.27821243
2014_1160_1243,0.6408228
2014_1160_1246,0.44424146
2014_1160_1257,0.3033814
2014_1160_1264,0.896267
2014_1160_1269,0.43708757
2014_1160_1272,0.5011078
2014_1160_1273,0.90351343
2014_1160_1276,0.3075477
2014_1160_1277,0.2693274
2014_1160_1291,0.973042
2014_1160_1295,0.82980704
2014_1160_1300,0.91745585
2014_1160_1301,0.57600254
2014_1160_1304,0.618878
2014_1160_1307,0.33940974
2014_1160_1308,0.8953304
2014_1160_1314,0.53015274
2014_1160_1326,0.43602607
2014_1160_1328,0.37983984
2014_1160_1329,0.48012662
2014_1160_1332,0.4352751
2014_1160_1338,0.33082765
2014_1160_1344,0.45726615
2014_1160_1361,0.31623736
2014_1160_1372,0.7808484
2014_1160_1386,0.4891223
2014_1160_1387,0.47079667
2014_1160_1390,0.5172866
2014_1160_1393,0.40982333
2014_1160_1397,0.6281019
2014_1160_1400,0.4777764
2014_1160_1409,0.8270506
2014_1160_1411,0.974002
2014_1160_1417,0.32206306
2014_1160_1418,0.9357777
2014_1160_1433,0.3488208
2014_1160_1437,0.24576078
2014_1160_1438,0.285223
2014_1160_1444,0.82525873
2014_1160_1451,0.9697258
2014_1160_1454,0.9469639
2014_1160_1455,0.16660254
2014_1160_1458,0.3367877
2014_1160_1459,0.979541
2014_1160_1462,0.6261054
2014_1163_1166,0.43435416
2014_1163_1173,0.6530458
2014_1163_1174,0.88139766
2014_1163_1181,0.39360872
2014_1163_1184,0.937748
2014_1163_1196,0.18250333
2014_1163_1203,0.5827554
2014_1163_1211,0.4899065
2014_1163_1217,0.8403095
2014_1163_1234,0.64462084
2014_1163_1235,0.31680584
2014_1163_1242,0.39684162
2014_1163_1243,0.66593
2014_1163_1246,0.55783814
2014_1163_1257,0.4112078
2014_1163_1264,0.8971393
2014_1163_1269,0.505224
2014_1163_1272,0.6717645
2014_1163_1273,0.84320873
2014_1163_1276,0.4746639
2014_1163_1277,0.3490078
2014_1163_1291,0.97628355
2014_1163_1295,0.78501093
2014_1163_1300,0.95052505
2014_1163_1301,0.71148
2014_1163_1304,0.6849885
2014_1163_1307,0.41531858
2014_1163_1308,0.8992494
2014_1163_1314,0.56471217
2014_1163_1326,0.53472924
2014_1163_1328,0.5197907
2014_1163_1329,0.5979387
2014_1163_1332,0.53838915
2014_1163_1338,0.46705613
2014_1163_1344,0.62406117
2014_1163_1361,0.47266597
2014_1163_1372,0.7727889
2014_1163_1386,0.55057913
2014_1163_1387,0.52363616
2014_1163_1390,0.6562771
2014_1163_1393,0.44269878
2014_1163_1397,0.67604446
2014_1163_1400,0.61114365
2014_1163_1409,0.83797914
2014_1163_1411,0.98384595
2014_1163_1417,0.4647921
2014_1163_1418,0.92726195
2014_1163_1433,0.49599233
2014_1163_1437,0.3224163
2014_1163_1438,0.38378027
2014_1163_1444,0.8126157
2014_1163_1451,0.9732667
2014_1163_1454,0.9605062
2014_1163_1455,0.21627665
2014_1163_1458,0.44497013
2014_1163_1459,0.98238903
2014_1163_1462,0.6287746
2014_1166_1173,0.7344075
2014_1166_1174,0.9509136
2014_1166_1181,0.5052728
2014_1166_1184,0.9738826
2014_1166_1196,0.24245079
2014_1166_1203,0.6374177
2014_1166_1211,0.60858715
2014_1166_1217,0.93820804
2014_1166_1234,0.7010318
2014_1166_1235,0.46443844
2014_1166_1242,0.4094888
2014_1166_1243,0.7796261
2014_1166_1246,0.5860714
2014_1166_1257,0.418342
2014_1166_1264,0.9608321
2014_1166_1269,0.57785106
2014_1166_1272,0.689181
2014_1166_1273,0.9577903
2014_1166_1276,0.43002024
2014_1166_1277,0.47534323
2014_1166_1291,0.99136764
2014_1166_1295,0.90644264
2014_1166_1300,0.9672036
2014_1166_1301,0.73897034
2014_1166_1304,0.802178
2014_1166_1307,0.46494973
2014_1166_1308,0.93873286
2014_1166_1314,0.69434935
2014_1166_1326,0.6099915
2014_1166_1328,0.6142774
2014_1166_1329,0.6223115
2014_1166_1332,0.64511234
2014_1166_1338,0.4755042
2014_1166_1344,0.6634043
2014_1166_1361,0.43852207
2014_1166_1372,0.9349107
2014_1166_1386,0.63972396
2014_1166_1387,0.6454304
2014_1166_1390,0.7119949
2014_1166_1393,0.552296
2014_1166_1397,0.7966179
2014_1166_1400,0.71091443
2014_1166_1409,0.9022793
2014_1166_1411,0.98899233
2014_1166_1417,0.5679919
2014_1166_1418,0.97162116
2014_1166_1433,0.5788049
2014_1166_1437,0.40526676
2014_1166_1438,0.4239974
2014_1166_1444,0.8842885
2014_1166_1451,0.9829313
2014_1166_1454,0.98416406
2014_1166_1455,0.28930214
2014_1166_1458,0.46299723
2014_1166_1459,0.9857939
2014_1166_1462,0.71344733
2014_1173_1174,0.74598336
2014_1173_1181,0.24186428
2014_1173_1184,0.89280736
2014_1173_1196,0.13004126
2014_1173_1203,0.4166446
2014_1173_1211,0.3895937
2014_1173_1217,0.72836185
2014_1173_1234,0.4982122
2014_1173_1235,0.18400262
2014_1173_1242,0.16760696
2014_1173_1243,0.5424543
2014_1173_1246,0.3417696
2014_1173_1257,0.2397126
2014_1173_1264,0.8084261
2014_1173_1269,0.35684136
2014_1173_1272,0.41968477
2014_1173_1273,0.77307177
2014_1173_1276,0.3045233
2014_1173_1277,0.25826353
2014_1173_1291,0.9719895
2014_1173_1295,0.6784012
2014_1173_1300,0.8775579
2014_1173_1301,0.59299934
2014_1173_1304,0.5999284
2014_1173_1307,0.32661474
2014_1173_1308,0.76449054
2014_1173_1314,0.4944416
2014_1173_1326,0.34523943
2014_1173_1328,0.3475355
2014_1173_1329,0.44167948
2014_1173_1332,0.38855663
2014_1173_1338,0.3382835
2014_1173_1344,0.47267836
2014_1173_1361,0.30951965
2014_1173_1372,0.6980749
2014_1173_1386,0.39637232
2014_1173_1387,0.41567108
2014_1173_1390,0.5209903
2014_1173_1393,0.38441908
2014_1173_1397,0.59704995
2014_1173_1400,0.41856915
2014_1173_1409,0.6789882
2014_1173_1411,0.97297657
2014_1173_1417,0.29051733
2014_1173_1418,0.85521406
2014_1173_1433,0.34092915
2014_1173_1437,0.21057354
2014_1173_1438,0.2752386
2014_1173_1444,0.65677774
2014_1173_1451,0.9608336
2014_1173_1454,0.95013326
2014_1173_1455,0.16697901
2014_1173_1458,0.28939596
2014_1173_1459,0.96729594
2014_1173_1462,0.48518398
2014_1174_1181,0.09500047
2014_1174_1184,0.67862326
2014_1174_1196,0.028423198
2014_1174_1203,0.1623789
2014_1174_1211,0.20919499
2014_1174_1217,0.4967817
2014_1174_1234,0.19620395
2014_1174_1235,0.062749065
2014_1174_1242,0.122890994
2014_1174_1243,0.16829747
2014_1174_1246,0.1599
2014_1174_1257,0.08987313
2014_1174_1264,0.5512852
2014_1174_1269,0.18084623
2014_1174_1272,0.22982709
2014_1174_1273,0.6498215
2014_1174_1276,0.10766912
2014_1174_1277,0.109537296
2014_1174_1291,0.8505956
2014_1174_1295,0.5212124
2014_1174_1300,0.6417555
2014_1174_1301,0.27809262
2014_1174_1304,0.24730542
2014_1174_1307,0.13090333
2014_1174_1308,0.5442121
2014_1174_1314,0.15324971
2014_1174_1326,0.12681976
2014_1174_1328,0.14557555
2014_1174_1329,0.16394842
2014_1174_1332,0.12884162
2014_1174_1338,0.11215417
2014_1174_1344,0.21987107
2014_1174_1361,0.15382583
2014_1174_1372,0.4102786
2014_1174_1386,0.20396811
2014_1174_1387,0.2454525
2014_1174_1390,0.26449856
2014_1174_1393,0.2169994
2014_1174_1397,0.28698704
2014_1174_1400,0.14430258
2014_1174_1409,0.57272255
2014_1174_1411,0.9360683
2014_1174_1417,0.11589167
2014_1174_1418,0.64018005
2014_1174_1433,0.13059282
2014_1174_1437,0.091133334
2014_1174_1438,0.0761928
2014_1174_1444,0.5286973
2014_1174_1451,0.84111565
2014_1174_1454,0.80902165
2014_1174_1455,0.04006208
2014_1174_1458,0.11026103
2014_1174_1459,0.87546796
2014_1174_1462,0.19756994
2014_1181_1184,0.9744874
2014_1181_1196,0.2438355
2014_1181_1203,0.59351623
2014_1181_1211,0.6500405
2014_1181_1217,0.94942343
2014_1181_1234,0.6448643
2014_1181_1235,0.37385806
2014_1181_1242,0.47543868
2014_1181_1243,0.76890826
2014_1181_1246,0.5592229
2014_1181_1257,0.49590406
2014_1181_1264,0.9618356
2014_1181_1269,0.51871675
2014_1181_1272,0.6093479
2014_1181_1273,0.9505707
2014_1181_1276,0.50589746
2014_1181_1277,0.39353922
2014_1181_1291,0.99173236
2014_1181_1295,0.89955705
2014_1181_1300,0.96024764
2014_1181_1301,0.74213475
2014_1181_1304,0.75997466
2014_1181_1307,0.5302568
2014_1181_1308,0.9477095
2014_1181_1314,0.5997653
2014_1181_1326,0.56671476
2014_1181_1328,0.534994
2014_1181_1329,0.6865277
2014_1181_1332,0.5624811
2014_1181_1338,0.54437417
2014_1181_1344,0.66795194
2014_1181_1361,0.52691764
2014_1181_1372,0.93137676
2014_1181_1386,0.6268596
2014_1181_1387,0.62942266
2014_1181_1390,0.65101725
2014_1181_1393,0.5686289
2014_1181_1397,0.72578984
2014_1181_1400,0.6061934
2014_1181_1409,0.92932266
2014_1181_1411,0.9864356
2014_1181_1417,0.48785248
2014_1181_1418,0.9763381
2014_1181_1433,0.5147481
2014_1181_1437,0.41398945
2014_1181_1438,0.42510706
2014_1181_1444,0.9051085
2014_1181_1451,0.98296976
2014_1181_1454,0.9791144
2014_1181_1455,0.2824409
2014_1181_1458,0.4930983
2014_1181_1459,0.9830617
2014_1181_1462,0.6613577
2014_1184_1196,0.019133806
2014_1184_1203,0.08458908
2014_1184_1211,0.09254594
2014_1184_1217,0.2835865
2014_1184_1234,0.0913111
2014_1184_1235,0.02651591
2014_1184_1242,0.045874495
2014_1184_1243,0.1238299
2014_1184_1246,0.06311901
2014_1184_1257,0.03684267
2014_1184_1264,0.36522263
2014_1184_1269,0.11496933
2014_1184_1272,0.09896051
2014_1184_1273,0.48484853
2014_1184_1276,0.05975665
2014_1184_1277,0.042611897
2014_1184_1291,0.75940764
2014_1184_1295,0.31748766
2014_1184_1300,0.5120471
2014_1184_1301,0.13508303
2014_1184_1304,0.16758665
2014_1184_1307,0.07857782
2014_1184_1308,0.40657902
2014_1184_1314,0.07852735
2014_1184_1326,0.059532207
2014_1184_1328,0.048654594
2014_1184_1329,0.07758233
2014_1184_1332,0.057214253
2014_1184_1338,0.06207308
2014_1184_1344,0.0986211
2014_1184_1361,0.06980033
2014_1184_1372,0.28306717
2014_1184_1386,0.13919094
2014_1184_1387,0.14697897
